Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Wonderful,,"Excellent hotel, we arrived at the hotel as part of the experience of the quarter-final games of the Euro. Central hotel, excellent breakfast, very good service. Highly recommended",9.0,July 2024,"July 9, 2024",Deluxe Twin Room,1,Family,8.3
Visit to Berlin,"Temporary scaffolding but understandable and as no 
cover was used, we could still look out.",The Parkhouse INCLUDED,9.0,May 2024,"July 9, 2024",Deluxe Twin Room,2,Family,8.3
Super hotel in Berlin,,"Check in proces was very fast, the rooms where clean and the breakfast was great!",9.0,July 2024,"July 8, 2024",Deluxe Double Room,1,Group,8.3
Very Good,The cleanliness needs some more attention. There was dust in the rooms and one time it smelled bad as if somebody used dirty/overused water to clean the bathroom.,The staff were polite and attentive. At the reception they would help as soon as you told them.something.,8.0,July 2024,"July 7, 2024",Superior Suite,7,Family,8.3
Very good value to money,"No Netflix or non German shows in the TV
No facilities that I knew of like Gum , pool","Very clean , very elegant , good location",9.0,June 2024,"July 4, 2024",Deluxe Twin Room,4,Group,8.3
"Well run, large hotel in a convenient location.","As with most large hotels, there is not much personality or character,
Noise from the corridor was slightly intrusive","This was a return visit so I am satisfied with the property.
Very large hotel in a convenient location 
I was allocated a disabled persons room which meant a very large bathroom which was nice
Comfortable beds and pillows",8.0,June 2024,"July 3, 2024",Deluxe Double Room,1,Solo traveler,8.3
Wonderful,Labirinth from parching to hotel,Tutto eccellente,9.0,July 2024,"July 3, 2024",Deluxe Double Room,1,Couple,8.3
"Great stay overall, with a minor refreshments issue.","Unfortunately, I was very disappointed with the tea and coffee offerings in the room itself. This morning, I went to make a cup of tea and discovered that one of the coffee creamer pods was pierced, so I could only use the other pod available. Unfortunately, this pod appears to have been off, as it curdled when added to the hot tea already in the cup. The room had a fridge, which was turned off. Personally, I don't understand why milk for the tea can't be kept in the fridge (coffee creamer is not an ideal accompaniment for tea, in my personal opinion). Just something to consider if you're planning a longer stay and you enjoy drinking tea in the English way.","The deluxe room we stayed in was a lovely size, well decorated, and the ensuite bathroom was a fair size and well stocked with towels and pillows. The room has a small safe, ideal for keeping your important personal possessions while you are out for the day. There is a kettle and cups in the room, along with tea, coffee, and sugar. There is also a bottle of complimentary sparkling water available for guests.

The hotel is in an excellent location, only a few blocks away from the popular KaDeWe and the rest of the Ku'damm shopping precinct. The hotel is located a short walk away from the U-Bahn station Wittenbergplatz, which will make accessing the rest of Berlin fairly simple during your stay at the Riu Plaza Berlin. The hotel also offers parking to its guests, for those guests arriving by car.

We enjoyed a drink in the bar on the ground floor, which has an interesting drinks menu. We chose not to have breakfast at the hotel, but there is a restaurant at the hotel for those guests who opt for their breakfast service.",8.0,July 2024,"July 2, 2024",Deluxe Double Room,1,Couple,8.3
Wonderful,,location is convenient，breakfast is good,9.0,June 2024,"June 30, 2024",Deluxe Twin Room,1,Couple,8.3
The stay at the hotel was wonderful.,"no door to the bathroom and partially transparent
shower.",possibility of adjusting the temperature in each room. Comfortable beds. TV in both bedrooms.,9.0,June 2024,"June 26, 2024",Superior Suite,1,Group,8.3
Nice hotel,Bed not confortable,"Room was good and big , nice bathroom",8.0,June 2024,"June 26, 2024",Deluxe Double Room,1,Group,8.3
Good,,"The room was excellent, clean, spacious and comfortable. The staff was polite but with artificial smiles.",7.0,June 2024,"June 25, 2024",Junior Suite,2,Family,8.3
Wonderful,,"great breakfast, nice location and parking for free",9.0,June 2024,"June 23, 2024",Deluxe Twin Room,2,Family,8.3
"Overall, our stay in Berlin was great, thanks in part to the Riu Plaza Hotel! Thank you.","However, the room surprisingly features a shower with transparent glass doors. This might be a lovely idea for a romantic couple, but my daughters are a bit more self-conscious, so I think this was a drawback during our stay. I believe the hotel designers could have thought this through a bit more.","The Riu Plaza Hotel is a true giant near the Berlin Zoo.

For my stay with my two daughters, I was looking for a hotel that offered good parking options and proximity to the Zoo and Aquarium. This hotel perfectly meets both criteria.

Granted, the accommodation isn't exactly the cheapest. You can likely find cheaper options in the area. However, the price at Riu Plaza includes parking, which other hotels charge extra for, and there's no uncertainty about finding a parking spot.

Upon arrival, we surprised the receptionist, as he couldn't find our Booking.com reservation for a while. Eventually, we got access to a very nice and clean room. 

Overall, we were pleased with the excellent breakfast. Although it's quite busy due to the number of guests, and you might have to wait in a short line to enter the dining area, the food selection was phenomenal and very tasty. So, top marks from me!

Thank you, I look forward to returning and will gladly recommend it!",9.0,May 2024,"June 15, 2024",Deluxe Superior Double Room,2,Family,8.3
Great hotel for participants of Berlin Halb Marathon. Perfect localization.,,Great hotel for participants of Berlin Halb Marathon.,8.0,April 2024,"June 9, 2024",Deluxe Twin Room,4,Couple,8.3
Good,,location and room size,7.0,June 2024,"June 6, 2024",Deluxe Double Room,10,Family,8.3
Wonderful,Nothing,Perfect location and free parking.,9.0,May 2024,"June 4, 2024",Deluxe Double Room,1,Family,8.3
Excellent for it's price,I didn't like the cleanliness of the room. I was staying in the property many times and the floors in the rooms are always dirty. That's a room for improvement. The air conditioning system also needs an improvement,"The location is great, very comfortable parking, fair breakfast. If you want a great money/value feet it is definitely a hotel of choice. 
The breakfast is also ok for it's price.",8.0,May 2024,"May 30, 2024",Deluxe Twin Room,1,Family,8.3
Excellent the next time we are in Berlin. We will make sure to stay with you.,"The breakfast was a little pricey at 25 euros, particularly if you don't eat much.  Maybe 20.  Also, I recommend having take away for guests who aren't ready to come down yet.    Accommodation for those who only want coffee and a roll would be nice.","Breakfast was excellent!  With some many items (including American), it would be impossible not to find a favorite one!",9.0,May 2024,"May 15, 2024",Deluxe Double Room,1,Family,8.3
Wonderful,The television was old and not really useable,,9.0,May 2024,"May 13, 2024",Deluxe Twin Room,1,Group,8.3
Good hotel in Berlin,House keeping as I have to go to counter to collect the ironing machine and other stuff like tea bags,Location,8.0,May 2024,"May 12, 2024",Superior Suite,1,Family,8.3
Wonderful,"Even though I requested a crib upon booking and two days before arrival, it was not readily available in the room (we were travelling with our 3 month old son). At checkin we were told that it would be sent to the room immediately which did not happen. We had to call from the room and wait about one hour in total for the crib to be brought. This was the only downfall from our stay.",,9.0,April 2024,"May 9, 2024",Superior Suite,1,Family,8.3
Wonderful,The sandwiches bought in the reception were very poor in relation to their price,,9.0,March 2024,"May 6, 2024",Deluxe Double Room,3,Couple,8.3
Wonderful,Rooms were located far from each other even though two rooms were the same just with an extra bed.,"rooms very spacious. breakfast was varied and offered a nice selection .
staff was welcoming and pleasant .",9.0,April 2024,"April 30, 2024",Deluxe Superior Double Room,2,Family,8.3
Top,,Ligging,8.0,February 2024,"April 28, 2024",Superior Suite,3,Family,8.3
Very Good,"Part of the external hotel was being renovated or next to it, hence the physical outlook is less appeasing to the eyes... internally wise, all is good.",Love the room & excellent breakfast,8.0,April 2024,"April 26, 2024",Superior Suite,3,Family,8.3
Wonderful,,"Excellent value for money. Amazing breakfast with very wide assortment. Good location, free garage parking. Rooms are very nice, great views.",9.0,April 2024,"April 26, 2024",Deluxe Double Room,1,Couple,8.3
Good stay - but the cleanliness of the beds needs to be addressed at the Hotel,"I had booked a twin bed room but when we arrived we were given a standard room, my booking through Booking.com clearly stated twin bed room.  
The hotel is having some work carried out and has scaffolding around part of the Hotel, our room was affected by this and it obstructed the view from our room, it would have nice to be informed of this or be assigned a different room.
On our last day my Uncle stripped the beds and we found that the mattress protectors were urine stained and that the mattress itself was also urine stained. The bed sheet was clean though.
This was not what I expected from this Hotel, both myself and my Uncle were quite upset to see this.
I would suggest that you check the beds thoroughly before you accept any room.","The hotel location is great being close to the Wittenberg U-Bahn and also further along the road the Kaiser Wilhelm bombed out church which is well worth a visit. Across from the U-Bahn is also the Ka-De-We which is a well known high end store. Just outside the Ka-De-We are the stops for the hop[-on hop-off buses. There are two of these services one is Red and the other is the Yellow buses, we used the Yellow one which was good and took you around the main sights. I would suggest that you do some research into the other one though and see where that goes. 
I travelled with my Uncle and by the time we got to the Hotel we were both very tired, the Hotel has an excellent breakfast service although we tried to get something in the evening and were told that they don't do food in the evening.
So you need to plan ahead for evening meals and go out, it's Ok if you like fast food but you need to search around if you want a better quality meal.",8.0,April 2024,"April 22, 2024",Deluxe Twin Room,4,Couple,8.3
A nice place fro business travellers.,Nothing per se. All was good,"An excellent hotel to stay for business travellers. Free parking, is unheard in Berlin, but this hotel provides, which is exceptional. Nice rooms with a good view of city from upper floors. Nit so crowded location.",9.0,April 2024,"April 19, 2024",Deluxe Twin Room,1,Solo traveler,8.3
Great location,"We were not told that we got checked into handicap room. I asked before about measurements on the garage, which is VERY tight to drive in and out. The shower curtains always left a gap and there was mildew on the bottom and the shower was not cleaned on day 2 (hair still in it)","Room was big, bed very comfortable, early check in a breeze. Staff was very friendly.
Breakfast buffet was immense, very well stocked.
Location to public Transportation and the Metropol was very good.",8.0,April 2024,"April 17, 2024",Deluxe Double Room,4,Family,8.3
Very Good,"Bedroom bed was excellent and comfortable, but couch very umcomfortable.","Wonderlful and tasty breakfast!!! Very nice location in a good area, good for transport with different transport vehicles, bus, tram, U-bahn. Friendly staff, well equipped rooms, good air, no noise.",8.0,April 2024,"April 16, 2024",Superior Suite,2,Family,8.3
Excellent,,Great location and free parking,9.0,April 2024,"April 14, 2024",Deluxe Twin Room,3,Couple,8.3
Very Good,They were doing renovations and obscured my view with all the scaffolding,Great location. Close to shops and restaurants. Also close to all public transport sk made travelling around the city a lot earlier,8.0,April 2024,"April 12, 2024",Deluxe Double Room,2,Solo traveler,8.3
It was very pleasant the shower was great.,,The breakfast was fantastic. Didn’t need  lunch.,9.0,March 2024,"March 29, 2024",Deluxe Double Room,3,Couple,8.3
It was our second time staying nose we're recommending our friends stay,No complaints from my wife or myself,Rooms are wonderful very clean  excellent breakfast team ate the best we sat at breakfast nearly 2 hours and the staff we're amazing  lots of respect.  The parking is made easy uncomplicated.,8.0,March 2024,"March 26, 2024",Deluxe Double Room,2,Couple,8.3
Comfortable hotel in the west side of Berlin,"There is a small fridge in the room that barely kept things ""fresh"", not cold enough. Using the WiFi is cumbersome, as each client is assigned a unique username/password and there is the screen on your device to register. It gives the impression that the activities of each client could be monitored.","The room was clean, bed was comfortable. The climate controls allow you to set the A/C and also to turn on the floor heating in the bathroom. Bathroom was clean. Breakfast has many options. Friendly staff. Quick check-in. The hotel is well located, close to two metro stations and a shopping area in West Berlin.",9.0,March 2024,"March 25, 2024",Deluxe Double Room,3,Solo traveler,8.3
Comfy hotel in a very nice area.,"You can’t open windows, walking from parking space to the reception is like being in the labirynt.","Very good location, big room (Junior Suite), very nice view from the windows and overalls very comfortable place.",8.0,March 2024,"March 23, 2024",Junior Suite,1,Couple,8.3
Good good nice view,Window can’t be open,,9.0,March 2024,"March 15, 2024",Deluxe Twin Room,6,Solo traveler,8.3
Work on your customer service,"Their customer service is poor.
I asked them to bring me an iron to my room. In all the hotels I have been the housekeepers always bring it. I had to go downstairs to pick it up. 
I wanted to get some coffee I also had to go downstairs. I asked them to make up my room and they didn’t change the towels.",Location,7.0,March 2024,"March 14, 2024",Deluxe Twin Room,3,Solo traveler,8.3
Wonderful,,The facility and location were great,9.0,March 2024,"March 11, 2024",Deluxe Double Room,2,Family,8.3
"Great location, free parking",Everything ok,The location is very convenient and the free parking.,9.0,March 2024,"March 4, 2024",Deluxe Double Room,3,Couple,8.3
Nice Central Hotel,"Bar manager on a evening he came across as very rude and actually raised his voice to tell my sister to ""Sit Down"" as she went to the bar to get served then we were ignored for a good 15 minutes before we finally got served. Yet he served a young lady who went to the bar!!!!! 
Rooms are clean but when we looked at the bedding mainly the duvets they were badly stained and in my sisters room her white towels were not white and some odd stains on them ( Don't want to think about them to much )","Location was very good 
Overall a good hotel few minor points let it down but would not put us off staying again.",7.0,February 2024,"February 23, 2024",Deluxe Double Room,3,Family,8.3
Very Good,"Cleaningness! Wardrobe top shelf was full of dust and
 room toilet could use a deep clean","A modern hotel, in a super location with very friendly staff. Breakfast was excellent",8.0,February 2024,"February 22, 2024",Deluxe Double Room,5,Group,8.3
Wonderful,Nothing,"Lovely comfortable room 
Nice staff 
Close to the metro and city 
Fabulous breakfast but hectic",9.0,February 2024,"February 21, 2024",Deluxe Superior Double Room,2,Solo traveler,8.3
Wonderful,I needed an iron... not available :(,"nice room, nice location, nice breakfast",9.0,February 2024,"February 15, 2024",Deluxe Twin Room,1,Solo traveler,8.3
"We enjoyed our stay, easy and convenient.",Not enough bedding - pillows etc.,Clean and well presented.,9.0,February 2024,"February 15, 2024",Deluxe Twin Room,3,Couple,8.3
A good and comfortable hotel to stay anytime in,"I should recommend to the management to review the offer of TV channels, as there is missing the English language most of the time for the famous ones (BBC, Euronews, etc.). Most of the 4 or 5 standard hotels have these channels into English.","I liked the room, its style and big space. Also, you can work inside without to be disturbed. You can have a nice view of the city from this floor.",9.0,February 2024,"February 13, 2024",Deluxe Superior Double Room,1,Group,8.3
Very Good,,"Clean room, quiet, good shower, great location.",8.0,February 2024,"February 12, 2024",Deluxe Twin Room,3,Couple,8.3
Excellent,All good!,"Great location, spacious rooms",9.0,February 2024,"February 9, 2024",Deluxe Twin Room,3,Group,8.3
Wonderful,Some of the staff at the bar could be friendlier and the shower drain in the room makes a funny noise.,"Great location. Comfortable and clean beds, temparature in the room is perfect with a great breakfast in the morning. Very friendly reception staff.",9.0,January 2024,"January 9, 2024",Junior Suite,3,Family,8.3
Very Good,"The breakfast was poor and the breakfast room too crowded. Too many tables, too close together.","Location, room size.",8.0,January 2024,"January 4, 2024",Deluxe Double Room,6,Couple,8.3
There are only minor criticism of what was a good hotel.,"The beds were very soft and the pillows and duvets small. 
Room s and restaurant did not have accessible decaf coffee m.","It was welcoming, the staff were cheerful and helpful. It was central. It was clean.",8.0,January 2024,"January 1, 2024",Deluxe Twin Room,4,Couple,8.3
Very Good,Bad tv and wifi,"Good location, great breakfast, free parking",8.0,December 2023,"December 31, 2023",Deluxe Twin Room,5,Couple,8.3
"Apart from a meagre welcome drink (tea, coffee & water) everything is fine.","Tea bags and coffee sachets were not refilled.  We stayed 6 nights, but we got only two tea bags and 2 coffee sachets for the whole stay.",Despite the central location it is very quiet.  The hotel is situated in a very convenient location to use public transport.,9.0,December 2023,"December 29, 2023",Deluxe Twin Room,6,Couple,8.3
It was good and close to everything. Close to gay village.,Can’t say.,Right downtown and close to everything.,9.0,December 2023,"December 28, 2023",Deluxe Twin Room,2,Couple,8.3
Enjoyable girls weekend away,"Arrived at hotel at 11.20pm, told by reception we could get a quick drink at the bar as it closed at 12. Went straight to bar and rudely shouted at that they were closed, no drinks and bye bye",Good location . Good choice of breakfast. Nice views. Room was clean,8.0,November 2023,"December 23, 2023",Deluxe Double Room,2,Group,8.3
Recommend for private or business stay,Nothing special,"Stuff was really helpful in finding the proper room. I got room before check in time and they tried to accommodate all my requests. Room is big enough and well designed. Bathroom has just enough space and it is divided in space for toilet, sink and shower. Bathroom was clean, just would recommend some exchange of silicon on the bathtub as this one was starting to get some part of mould (nothing big, still time to take care of it). Breakfast was amazing. A lot of varieties and even possibility to have egges prepared on the spot. Hotel is 5 min walk from metro station that takes you to city centre on one side and to the airport on the other side",9.0,November 2023,"December 18, 2023",Deluxe Double Room,3,Couple,8.3
Very impressed with RIU standards of hospitality,"We enjoyed free parking throughout our stay at adjacent multi storey car park. The layout between Hotel and car park is slightly confusing, but can be better signposted.","Great hotel location in Berlin. Definitely good value for money. Excellent breakfast buffet every morning, with staff getting your coffee to table.",9.0,December 2023,"December 15, 2023",Deluxe Twin Room,2,Couple,8.3
Good hotel in a great location,The mattress was a bit old. It’s time for a replacement.,"The location, the building.",8.0,December 2023,"December 14, 2023",Deluxe Twin Room,2,Family,8.3
Great location nice modern hotel,"Our room was not clean,  lots of dust and dirt on the floor and beds.","The location was great just 5 minutes walk from Kadewe department store and Wittenbergplatz bus stop, tube station and hop on hop off pick up point. The room was spacious and quiet. Bathroom was big and we loved the heated floor in front of mirror. The breakfast was fantastic, lots of choices. Staffs were very friendly and helpful especially in the restaurant where we had breakfast.",7.0,November 2023,"December 4, 2023",Superior Suite,3,Family,8.3
"Clean, modern hotel with large rooms.",,"Clean, modern hotel with large rooms. Good reception team and good wifi.",8.0,November 2023,"December 1, 2023",Deluxe Double Room,3,Couple,8.3
"Nice hotel, friendly staff, room amenities could be better.",Sausages quite average quality.,"Was good, plenty of choice and very generous",7.0,November 2023,"November 26, 2023",Deluxe Double Room,3,Couple,8.3
Good,"The mini fridge was turned to the heat setting when we arrived so had to wait for it to cool down which took awhile and barely kept our drinks cold.
The tv remote did not work at times. The phone in the room did not work, the wiring appeared to be faulty.
One shower head would not work and the other needed a good clean.","Location was quite central without being right in the city centre..short stroll to Berlin Zoo and transport hub. Had a good view of the city. Bed was very comfortable, overall the apartment had nice modern finishes. The stay offered free parking which is a massive bonus compared to other places.",7.0,November 2023,"November 25, 2023",Deluxe Superior Double Room,2,Couple,8.3
Very Good,Bed was extremely loud whenever you move squeaking was uncomfortable other than that a good plan to stay for a few days.,,8.0,November 2023,"November 19, 2023",Deluxe Superior Double Room,2,Couple,8.3
"Excellent location, with numerous facilities within walking distance and Bus  U Bahn points on gand.",N/A,"Breakfast was very nice.
There was a fantastic range of food to eat.
Location was ideal and easy to find.",9.0,November 2023,"November 18, 2023",Deluxe Twin Room,5,Group,8.3
Very Good,There was double bed available for us. Staff told us they don’t guarantee double beds on Booking.com reservations,,8.0,October 2023,"November 6, 2023",Deluxe Double Room,1,Couple,8.3
Wonderful,The conference site can be clearer indicated.,Well located hotel with nice staff,9.0,October 2023,"November 3, 2023",Deluxe Twin Room,1,Solo traveler,8.3
Great location and Bike rental at property,,Busy Hotel and breakfast but still good serviceand food.,9.0,October 2023,"November 3, 2023",Deluxe Twin Room,2,Couple,8.3
"Very central, close to subway, large nice rooms",see above,"The leak in transfer to garage didn't get fixed in 4 days, got smelly....
Garage a bit complicated, and elevator within garage not working, but at least free, which his a big plus for those arriving with car.",9.0,October 2023,"November 2, 2023",Deluxe Twin Room,5,Couple,8.3
Wonderful,Breakfast: Too many people to find seats,"Room: Very comfortable & clean room. I liked a big bed and floor heating in bathroom very much.
Location: Convenient accesses to 2 U stations.
Breakfast: delicious and lots of choice
Cleaning staff: Polite and responsible",9.0,October 2023,"October 29, 2023",Deluxe Twin Room,5,Solo traveler,8.3
"Excellent, but make your entrance smoke free",Smoking people - a lot - right at the entrance and the hotel accommodating this by placing ash trays left and right of the entrance.,"Location, spacious room with a view on the city, free parking next door with own elevator to hotel lobby.",8.0,October 2023,"October 10, 2023",Deluxe Double Room,2,Couple,8.3
"A very lovely hotel and room, friendly, helpful  staff",Nothing,A well appointed room. Comfortable bed and great view of city. Staff were so helpful and friendly. Free parking and close to public transport,9.0,September 2023,"October 8, 2023",Deluxe Twin Room,2,Group,8.3
Staff was very welcoming and kind to answer any questions,Pricy but understandable given marathon weekend.,Lots of variety. Fresh. Very good.,9.0,September 2023,"September 25, 2023",Deluxe Twin Room,3,Couple,8.3
Location is fantastic the staff a bit rude and the furniture is bad but a great place to stay in ber,Hard beds and little rude check in and cleaning lady waking us up at check out date at nine in the morning by jelling in the room,Location,8.0,September 2023,"September 24, 2023",Deluxe Twin Room,3,Group,8.3
"Smart hotel, but a bit pricey.",Bit overpriced. Hard bed. Sockets hidden away.,Great location and smart decor. Staff were excellent.,7.0,September 2023,"September 15, 2023",Deluxe Double Room,2,Solo traveler,8.3
Always would book agian.,/,Location.  Design,9.0,September 2023,"September 12, 2023",Deluxe Double Room,3,Solo traveler,8.3
Berlin Sep 2023,Cleaning service only till 2:30pm,"Spacious rooms, comfy beds, good aircon",8.0,September 2023,"September 12, 2023",Deluxe Double Room,5,Group,8.3
Wonderful,,"clean, spacious, comfort, good service and miss Despina at breakfast service gets many points",9.0,September 2023,"September 10, 2023",Deluxe Twin Room,3,Group,8.3
Very Good,,"This is probably the only hotel in Berlin center offering a free parking with direct access to the hotel.

Splendid breakfast!",8.0,September 2023,"September 10, 2023",Deluxe Twin Room,1,Couple,8.3
Very nice hotel in a good spot in the city.,,Room was good but I would like thicker pillows (more American style) to help me sleep.  Breakfast nice.  Good quality and variety.  Location was nice with many restaurants and a park nearby.,9.0,September 2023,"September 9, 2023",Deluxe Twin Room,7,Group,8.3
I will come back,"Shower floor was very slippery and the Bar to hold on to was not screwed to the shower wall so un-usable. the wall facing the toilet was full of ""stain""  watermark and body fluid.",,8.0,August 2023,"September 5, 2023",Deluxe Twin Room,7,Solo traveler,8.3
Wonderful,,It is a good breakfast and comfortable rooms in the middle of Berlin.,9.0,August 2023,"September 5, 2023",Superior Suite,1,Family,8.3
It is was a comfortable stay,Staff,Cleanliness,7.0,September 2023,"September 3, 2023",Deluxe Double Room,1,Group,8.3
Very Good,Pillows are not comfortable,it’s in the centre of the  city and very accessible to transport,8.0,August 2023,"August 26, 2023",Superior Suite,5,Family,8.3
A great 4* hotel,Bar prices a bit high,"A great hotel in a good location close to Uban station (Wittenberg Platz). Great staff, comfy room and a great breakfast. Will stay there again. A proper 4* hotel at a very good price",9.0,July 2023,"August 25, 2023",Deluxe Double Room,2,Family,8.3
Ok,"Noticed only no iron or slippers in the room even listed in the room description. There was a lot of dirt under both beds, also some trash. That was disgusting. That was disgusting.","Silence, breakfast",8.0,July 2023,"August 21, 2023",Superior Suite,4,Family,8.3
Excellent location and comfortable stay,"While the staff at Hotel Riu Plaza Berlin is generally friendly, there is room for improvement in terms of their level of cordiality. Some guests have suggested that better training could enhance the overall guest experience. Additionally, there have been instances where room service and housekeeping took longer than expected, even after multiple reminders. This aspect of the service could benefit from more efficient and timely attention.","The Hotel Riu Plaza Berlin offers a comfortable and modern stay in the heart of the city. The rooms are well-appointed and clean, providing a relaxing atmosphere for guests. The hotel's central location makes it convenient for exploring Berlin's attractions, and the nearby public transportation options are a plus. The staff is friendly and attentive, enhancing the overall experience. However, some guests have noted that the Wi-Fi connection can be inconsistent at times. Overall, Hotel Riu Plaza Berlin is a solid choice for travelers looking for a convenient and comfortable stay in Berlin.",8.0,July 2023,"August 19, 2023",Superior Suite,2,Group,8.3
"Nice hotel, good location, great breakfast and comfortable beds. Free parking.",Two beds in the room - not possible to join them together - a lot of empty space in the room…,Free parking and great breakfast! Comfortable beds. Nice staff.,9.0,August 2023,"August 16, 2023",Deluxe Twin Room,3,Couple,8.3
